0.001,0.0
0.101,1.1389200000000001e-66
0.201,1.49667e-12
0.301,1.916499667e-08
0.401,1.6551649966700004e-06
0.501,2.5131264996669994e-05
0.601,0.00016488626499666997
0.701,0.0006645592649966698
0.801,0.001954323264996671
0.901,0.00461952706499667
1.001,0.009315852364996664
1.101,0.01666765916499667
1.201,0.02718137706499668
1.301,0.04119044476499666
1.401,0.058834266964996676
1.501,0.08006520016499664
1.601,0.10467438456499667
1.701,0.13232744866499668
1.801,0.16260295256499663
1.901,0.19502870406499667
2.001,0.22911312776499662
2.101,0.26437045026499667
2.201,0.3003395444649967
2.301,0.33659693506499677
2.401,0.37276480246499666
2.501,0.40851494136499666
2.601,0.4435696111649967
2.701,0.47770012136499673
2.801,0.5107238660649968
2.901,0.5425003855649967
3.001,0.5729269043649967
3.101,0.6019336809649968
3.201,0.6294794105649968
3.301,0.6555468434649968
3.401,0.6801387242649968
3.501,0.7032741087649967
3.601,0.7249850845649968
3.701,0.7453138954649968
3.801,0.7643104560649968
3.901,0.7820302306649968
4.001,0.7985324454649969
4.101,0.8138786008649969
4.201,0.8281312492649968
4.301,0.8413530047649969
4.401,0.8536057542649969
4.501,0.864950039864997
4.601,0.875444587064997
4.701,0.8851459559649969
4.801,0.894108293164997
4.901,0.9023831685649969
5.001,0.9100194802649969
5.101,0.9170634142649969
5.201,0.9235584485649969
5.301,0.9295453914649969
5.401,0.9350624463649969
5.501,0.940145296164997
5.601,0.944827202364997
5.701,0.9491391134649969
5.801,0.9531097803649969
5.901,0.956765874464997
6.001,0.960132106964997
6.101,0.9632313472649969
6.201,0.966084739464997
6.301,0.9687118149649969
6.401,0.971130601364997
6.501,0.973357726964997
6.601,0.975408519664997
6.701,0.977297101164997
6.801,0.979036475764997
6.901,0.980638613864997
7.001,0.9821145299649969
7.101,0.9834743562649969
7.201,0.9847274103649969
7.301,0.9858822594649969
7.401,0.9869467787649968
7.501,0.9879282067649968
7.601,0.9888331955649968
7.701,0.9896678581649968
7.801,0.9904378116649968
7.901,0.9911482172649968
8.001,0.9918038173649968
8.101,0.9924089693649968
8.201,0.9929676771649968
8.301,0.9934836199649968
8.401,0.9939601789649968
8.501,0.9944004614649967
8.601,0.9948073235649967
8.701,0.9951833905649967
8.801,0.9955310760649967
8.901,0.9958525990649967
9.001,0.9961500001649967
9.101,0.9964251561649967
9.201,0.9966797934649967
9.301,0.9969155001649966
9.401,0.9971337376649967
9.501,0.9973358509649967
9.601,0.9975230780649966
9.701,0.9976965587649966
9.801,0.9978573425649966
9.901,0.9980063961649965
10.001,0.9981446099649965
10.101,1.0000446099649967
